,Price,Locate,Address,Beds,,,,,,
1866,R11 000,Gardens,"1 Kloof Street, Gardens, Cape Town",1,,,,,,
1919,R11 000,Woodstock,,2,,,,,,
1925,R11 000,Cape Town City Centre,,1,,,,,,
1941,R11 000,Observatory,20 William Street,1,,,,,,
1943,R11 000,Three Anchor Bay,,2,,,,,,
2020,R11 000,Claremont,,2,,,,,,
2024,R11 000,Bo Kaap,114 Chiappini Street,2,,,,,,
2058,R11 000,Gardens,,2,,,,,,
2083,R11 000,Gardens,,2,,,,,,
2088,R11 000,Gardens,,2,,,,,,
2100,R11 000,Woodstock,,2,,,,,,
2109,R11 000,Woodstock,,2,,,,,,
2183,R11 000,Cape Town City Centre,,1,,,,,,
2314,R11 000,Pinelands,"Garden Heights, 4 Lonsdale Way, Pinelands",2,,,,,,
2379,R11 000,Woodstock,,1,,,,,,
2408,R11 000,Vredehoek,,1,,,,,,
2432,R11 000,Cape Town City Centre,,1,,,,,,
2449,R11 000,Green Point,,1,,,,,,
2454,R11 000,Claremont,8 Grove Walk,2,,,,,,
2491,R11 000,Woodstock,,1,,,,,,
2496,R11 000,Claremont Upper,,2,,,,,,
2518,R11 000,Sea Point,,2,,,,,,
2525,R11 000,Observatory,"509 The Eden, 14trill Road",,,,,,,
2556,R11 000,Zonnebloem,,2,,,,,,
2567,R11 000,Walmer Estate,,2,,,,,,
2573,R11 000,Sea Point,,3,,,,,,
2575,R11 000,Sea Point,,1,,,,,,
2632,R11 000,Salt River,,0.5,,,,,,
2641,R11 000,Sea Point,,2,,,,,,
2711,R11 000,Cape Town City Centre,,1,,,,,,
2713,R11 000,Claremont Upper,,2,,,,,,
2726,R11 000,Bantry Bay,,2,,,,,,
2732,R11 000,Cape Town City Centre,,1,,,,,,
2741,R11 000,Rondebosch,,2,,,,,,
2760,R11 000,Mouille Point,159 Beach Road,1,,,,,,
2766,R11 000,Mouille Point,,1,,,,,,
2782,R11 000,Cape Town City Centre,,2,,,,,,
2788,R11 000,Woodstock,,2,,,,,,
2807,R11 000,Claremont Upper,,2,,,,,,
2816,R11 000,Sea Point,"Craigmore, 341 Main Road",2,,,,,,
2840,R11 000,Observatory,,1,,,,,,
2874,R11 000,Cape Town City Centre,54 Keerom Street,1,,,,,,
2875,R11 000,Cape Town City Centre,54 Keerom Street,1,,,,,,
2904,R11 000,Sea Point,18 Hall Road,2,,,,,,
2976,R11 000,Cape Town City Centre,,1,,,,,,
2989,R11 000,Cape Town City Centre,,1,,,,,,
2990,R11 000,Cape Town City Centre,,1,,,,,,
3099,R11 000,Sea Point,,1,,,,,,
3113,R11 000,Bo Kaap,,2,,,,,,
3126,R11 000,Foreshore,,1,,,,,,
3170,R11 000,Cape Town City Centre,,1,,,,,,
3211,R11 000,Rondebosch,,2,,,,,,
3281,R11 000,Claremont,,2,,,,,,
3303,R11 000,Green Point,65 Main Road,2,,,,,,
3346,R11 000,Claremont,,2,,,,,,
3349,R11 000,Observatory,24 London Road (cnr Nuttall and Wrensch Rds),1,,,,,,
3351,R11 000,Claremont,,2,,,,,,
3448,R11 000,Rondebosch,,2,,,,,,
3519,R11 000,Cape Town City Centre,,0.5,,,,,,
3559,R11 000,Mouille Point,33 Beach Road,0.5,,,,,,
3590,R11 000,Woodstock,"6 I-court, 47 Warwick Street",2,,,,,,
3657,R11 000,Rondebosch,"31 Roslyn Rd, Rondebosch",2,,,,,,
3672,R11 000,Sea Point,,1,,,,,,
3694,R11 000,Cape Town City Centre,,1,,,,,,
3774,R11 000,Cape Town City Centre,,1,,,,,,
3775,R11 000,Gardens,,2,,,,,,
3794,R11 000,Sea Point,,1,,,,,,
3826,R11 000,Sea Point,,1,,,,,,
3865,R11 000,Claremont,1 Belvedere Street,2,,,,,,
3881,R11 000,Claremont,1 Belvedere Street,2,,,,,,
3912,R11 000,Claremont,,1,,,,,,
3951,R11 000,Mouille Point,,1,,,,,,
3961,R11 000,Mouille Point,,1,,,,,,
3990,R11 000,Rosebank,,2,,,,,,
4021,R11 000,Sea Point,,1,,,,,,
4027,R11 000,Green Point,,2,,,,,,
4054,R11 000,Oranjezicht,16 Flower Street,2,,,,,,
4059,R11 000,Gardens,,2,,,,,,
4071,R11 000,Sea Point,,1.5,,,,,,
4078,R11 000,Devils Peak Estate,"High Cape Two, 1 Ben Avenue",2,,,,,,
4094,R11 000,Observatory,,2,,,,,,
4095,R11 000,Green Point,6 Thornhill Road,1,,,,,,
4249,R11 000,Claremont,,2,,,,,,
4251,R11 000,Observatory,,1,,,,,,
4252,R11 000,Observatory,,1,,,,,,
4258,R11 000,Cape Town City Centre,40 Strand Street,1,,,,,,
4265,R11 000,Mouille Point,,1,,,,,,
4304,R11 000,Higgovale,Somerset Close,,,,,,,
4349,R11 000,Rondebosch,,2,,,,,,
4371,R11 000,Pinelands,,2,,,,,,
4377,R11 000,Cape Town City Centre,,1,,,,,,
4378,R11 000,Observatory,,2,,,,,,
4432,R11 000,Mouille Point,,1,,,,,,
4492,R11 000,Kenilworth,,3,,,,,,
4511,R11 000,Rondebosch,,2,,,,,,
4592,R11 000,Cape Town City Centre,,0.5,,,,,,
4665,R11 000,Cape Town City Centre,,0.5,,,,,,
4847,R11 000,Cape Town City Centre,31 Adderley,1,,,,,,
4919,R11 000,Sea Point,,1,,,,,,
5088,R11 000,Cape Town City Centre,,1,,,,,,
1379,R11 100,Cape Town City Centre,37 Roeland Street,2,,,,,,
4676,R11 200,Cape Town City Centre,,1,,,,,,
1259,R11 250,Tamboerskloof,,2,,,,,,
2730,R11 250,Green Point,,3,,,,,,
3710,R11 250,Gardens,,1,,,,,,
3002,R11 300,Cape Town City Centre,,1,,,,,,
2501,R11 400,Zonnebloem,76 Sir Lowry Road,2,,,,,,
2778,R11 400,Green Point,,2,,,,,,
3677,R11 400,Cape Town City Centre,4 Darling Street,1,,,,,,
1829,R11 450,Vredehoek,16 Virginia Avenue,2,,,,,,
2471,R11 450,Camps Bay,,1,,,,,,
2404,R11 495,Sea Point,8 Edward Street,2,,,,,,
13,R11 500,Rondebosch Village,,2,,,,,,
35,R11 500,Sea Point,267 High Level Road,1.5,,,,,,
46,R11 500,Woodstock,The Wex 9th Floor,2,,,,,,
59,R11 500,Gardens,9 Camp Street,2,,,,,,
99,R11 500,De Waterkant,34 Prestwich Street,1,,,,,,
137,R11 500,Tamboerskloof,16 Gilmour Hill Road,2,,,,,,
141,R11 500,Sea Point,10 Hall Road,2,,,,,,
142,R11 500,Sea Point,"275 Beach Road, Sea Point",2,,,,,,
193,R11 500,Zonnebloem,25 Darling Street,2,,,,,,
199,R11 500,Vredehoek,Appenine Cl Devil's Peak Estate,1,,,,,,
255,R11 500,Rondebosch,"179 Main Road, Rondebosch",2,,,,,,
290,R11 500,Rondebosch,"9 Oakdale, 55 Albion Road",2,,,,,,
312,R11 500,Green Point,8 Vesperdene Road,1,,,,,,
346,R11 500,Sea Point,201 Beach Road,1.5,,,,,,
472,R11 500,Mouille Point,,1,,,,,,
475,R11 500,Sea Point,,1,,,,,,
538,R11 500,Kirstenhof,22 Hayworth Way,3,,,,,,
578,R11 500,Gardens,,2,,,,,,
593,R11 500,Cape Town City Centre,31 Adderley St,1,,,,,,
609,R11 500,Mouille Point,,1,,,,,,
611,R11 500,Mouille Point,,1,,,,,,
652,R11 500,Wynberg,,2,,,,,,
817,R11 500,Cape Town City Centre,16 Bree,1,,,,,,
828,R11 500,Mouille Point,157 Beach Road,1,,,,,,
835,R11 500,Mouille Point,157 Beach Road,1,,,,,,
871,R11 500,Rondebosch,,2,,,,,,
883,R11 500,Woodstock,,2,,,,,,
912,R11 500,Gardens,4 Solan Rd,2,,,,,,
997,R11 500,Foreshore,,1,,,,,,
1043,R11 500,Gardens,,2,,,,,,
1117,R11 500,Sea Point,,2,,,,,,
1158,R11 500,Gardens,,2,,,,,,
1161,R11 500,Rondebosch,13 Haldane Road,2,,,,,,
1171,R11 500,Gardens,173 Kloof Street,2,,,,,,
1193,R11 500,Green Point,86 Joubert Road,2,,,,,,
1377,R11 500,Newlands,,2,,,,,,
1391,R11 500,Gardens,,2,,,,,,
1465,R11 500,Tamboerskloof,,2,,,,,,
1512,R11 500,Sea Point,"Ashkelon, 15 London Road",1,,,,,,
1590,R11 500,Cape Town City Centre,,1,,,,,,
1606,R11 500,Cape Town City Centre,,2,,,,,,
1628,R11 500,Zonnebloem,,2,,,,,,
1646,R11 500,Rondebosch,,1,,,,,,
1657,R11 500,Claremont,,2,,,,,,
1667,R11 500,De Waterkant,,1,,,,,,
1774,R11 500,Vredehoek,,2,,,,,,
1810,R11 500,Kenilworth,,3,,,,,,
1942,R11 500,Zonnebloem,,2,,,,,,
1951,R11 500,Cape Town City Centre,,1,,,,,,
1966,R11 500,Zonnebloem,,2,,,,,,
1987,R11 500,Sea Point,13 Oliver Road,2,,,,,,
2011,R11 500,Cape Town City Centre,,1,,,,,,
2086,R11 500,Three Anchor Bay,,,,,,,,
2098,R11 500,Gardens,,1,,,,,,
2160,R11 500,Kenilworth Upper,,2,,,,,,
2177,R11 500,De Waterkant,,1,,,,,,
2227,R11 500,Sea Point,"7 Audubon, Church Street",2,,,,,,
2261,R11 500,Rondebosch,15 St Andrews Road,2,,,,,,
2380,R11 500,De Waterkant,,2,,,,,,
2414,R11 500,Rondebosch,,2,,,,,,
2445,R11 500,De Waterkant,,1,,,,,,
2455,R11 500,Cape Town City Centre,,1,,,,,,
2511,R11 500,Kenilworth,,2,,,,,,
2540,R11 500,Gardens,,2,,,,,,
2546,R11 500,Cape Town City Centre,,1,,,,,,
2665,R11 500,Kenilworth,,2,,,,,,
2842,R11 500,Cape Town City Centre,,1,,,,,,
2854,R11 500,De Waterkant,,1,,,,,,
2879,R11 500,Cape Town City Centre,,2,,,,,,
2886,R11 500,Pinelands,,3,,,,,,
2889,R11 500,Cape Town City Centre,,2,,,,,,
3016,R11 500,Cape Town City Centre,37 Roeland Street,2,,,,,,
3030,R11 500,Rondebosch,,2,,,,,,
3032,R11 500,Zonnebloem,,2,,,,,,
3041,R11 500,Newlands,,2,,,,,,
3057,R11 500,Sea Point,"1a Creswell Court, 267 High Level Road, Sea Point",1.5,,,,,,
3060,R11 500,Kenilworth,,3,,,,,,
3073,R11 500,Sea Point,292 Beach Road,2,,,,,,
3074,R11 500,Sea Point,,2,,,,,,
3079,R11 500,Newlands,1 Boundary Road,2,,,,,,
3094,R11 500,Woodstock,,3,,,,,,
3131,R11 500,Observatory,,2,,,,,,
3149,R11 500,Claremont,,2,,,,,,
3263,R11 500,Kenilworth Upper,,1,,,,,,
3268,R11 500,Wynberg Upper,19 Aliwal Rd,2,,,,,,
3327,R11 500,Claremont,,2,,,,,,
3364,R11 500,Cape Town City Centre,,1,,,,,,
3372,R11 500,Observatory,,2,,,,,,
3409,R11 500,Green Point,,1,,,,,,
3468,R11 500,Gardens,15 Union,1.5,,,,,,
3469,R11 500,Cape Town City Centre,,2,,,,,,
3537,R11 500,Mouille Point,,1,,,,,,
3658,R11 500,Cape Town City Centre,,2,,,,,,
3666,R11 500,Gardens,,2,,,,,,
3909,R11 500,Claremont Upper,,2,,,,,,
3917,R11 500,Claremont Upper,,2,,,,,,
3934,R11 500,Cape Town City Centre,,1,,,,,,
4032,R11 500,Newlands,,2,,,,,,
4118,R11 500,Kenilworth,,3,,,,,,
4127,R11 500,Cape Town City Centre,24 Hans Strijdom Avenue,1,,,,,,
4143,R11 500,Zonnebloem,,2,,,,,,
4163,R11 500,Sea Point,,1,,,,,,
4173,R11 500,Observatory,1 Howe Street,2,,,,,,
4278,R11 500,Cape Town City Centre,,1,,,,,,
4285,R11 500,Cape Town City Centre,1 Lower Bree Street,1,,,,,,
4296,R11 500,Green Point,,2,,,,,,
4352,R11 500,Cape Town City Centre,,1,,,,,,
4397,R11 500,Green Point,,2,,,,,,
4501,R11 500,Sea Point,,2,,,,,,
4542,R11 500,Cape Town City Centre,,1,,,,,,
4736,R11 500,Zonnebloem,,2,,,,,,
4819,R11 500,Woodstock,,1,,,,,,
5128,R11 500,Observatory,,2,,,,,,
2936,R11 600,Tamboerskloof,12 Belle Ombre Rd,2,,,,,,
4272,R11 600,Newlands,,1,,,,,,
4597,R11 700,Rondebosch,,2,,,,,,
536,R11 750,Mouille Point,109 Beach Road,1,,,,,,
1490,R11 750,Tamboerskloof,,2,,,,,,
3541,R11 750,Zonnebloem,,2,,,,,,
271,R11 800,Sea Point,Bay Views Clifford Road,1,,,,,,
280,R11 800,Muizenberg,,3,,,,,,
411,R11 800,Rosebank,"2 Gayleigh Flats, 8 Acton Road",2,,,,,,
1106,R11 800,Green Point,,1,,,,,,
3485,R11 800,Rondebosch,,3,,,,,,
3773,R11 800,Claremont,,2,,,,,,
4408,R11 800,Cape Town City Centre,,1,,,,,,
4629,R11 800,Constantia,,1,,,,,,
4811,R11 800,Constantia,,,,,,,,
180,R11 900,Claremont Upper,25 Wilderness Avenue,1,,,,,,
184,R11 900,Three Anchor Bay,7 Hatfield Road,1,,,,,,
1799,R11 900,Gardens,"20 Union St, Gardens",2,,,,,,
2074,R11 900,Cape Town City Centre,"37 Perspectives Building, Roeland Street",2,,,,,,
3179,R11 900,Newlands,,1,,,,,,
3678,R11 900,Rondebosch,,3,,,,,,
3812,R11 900,Cape Town City Centre,,2,,,,,,
4757,R11 900,Tamboerskloof,,2,,,,,,
1059,R11 950,Rondebosch,,2,,,,,,
1204,R11 950,Cape Town City Centre,,1,,,,,,
1453,R11 950,De Waterkant,,1,,,,,,
1847,R11 950,Rondebosch,,2,,,,,,
1869,R11 950,Cape Town City Centre,,1,,,,,,
873,R11 995,Sea Point,26 Hall Rd,2,,,,,,
2,R12 000,Tamboerskloof,,2,,,,,,
5,R12 000,Rylands,86 Flat Road,3,,,,,,
14,R12 000,Higgovale,,1,,,,,,
61,R12 000,Cape Town City Centre,34 Shortmarket Street,1,,,,,,
63,R12 000,Claremont,53 Ranelagh Rd,2,,,,,,
91,R12 000,Woodstock,8 Avenue Rd,2,,,,,,
100,R12 000,Kenilworth Upper,329 Main Road,3,,,,,,
132,R12 000,Gardens,3 Derwent Road,1,,,,,,
156,R12 000,Sea Point,68 Kloof Road,2,,,,,,
198,R12 000,Woodstock,3 The Avenue Street,3,,,,,,
206,R12 000,Cape Town City Centre,,1,,,,,,
221,R12 000,Sea Point,26 Hall Road,2,,,,,,
292,R12 000,Three Anchor Bay,201 Main Road,2,,,,,,
324,R12 000,Zonnebloem,47 Chapel Street,2,,,,,,
375,R12 000,Zonnebloem,Castle Rock 10 Hanover Street,2,,,,,,
377,R12 000,Cape Town City Centre,,2,,,,,,
382,R12 000,Sea Point,,1,,,,,,
462,R12 000,Cape Town City Centre,,1,,,,,,
465,R12 000,Cape Town City Centre,,1,,,,,,
499,R12 000,Cape Town City Centre,27 Hans Strijdom,1,,,,,,
521,R12 000,Zonnebloem,45 Chapel,2,,,,,,
532,R12 000,Cape Town City Centre,,1,,,,,,
583,R12 000,Gardens,41 Kloof Street,2,,,,,,
619,R12 000,Marina Da Gama,"Western Cape, 24 Twagen",2,,,,,,
622,R12 000,Camps Bay,,1,,,,,,
630,R12 000,Cape Town City Centre,,2,,,,,,
681,R12 000,Green Point,47 Somerset Road,1,,,,,,
713,R12 000,Diep River,167 Main Road,2,,,,,,
723,R12 000,Diep River,167 Main Road,2,,,,,,
813,R12 000,Kenilworth,,2,,,,,,
836,R12 000,Sea Point,,1,,,,,,
854,R12 000,Walmer Estate,,2,,,,,,
857,R12 000,Green Point,73 Somerset Rd,1,,,,,,
918,R12 000,Green Point,York,1,,,,,,
991,R12 000,Sea Point,,1,,,,,,
1004,R12 000,Sea Point,,1,,,,,,
1020,R12 000,Vredehoek,"904b Disa Park, 36 Clifford Road",2,,,,,,
1034,R12 000,Green Point,,1,,,,,,
1096,R12 000,Claremont,,2,,,,,,
1109,R12 000,Rondebosch,,2,,,,,,
1146,R12 000,Zonnebloem,1 Constitution,3,,,,,,
1154,R12 000,Vredehoek,,2,,,,,,
1175,R12 000,Bakoven,,1,,,,,,
1255,R12 000,Gardens,,2,,,,,,
1257,R12 000,De Waterkant,,1,,,,,,
1260,R12 000,De Waterkant,,1,,,,,,
1265,R12 000,Cape Town City Centre,,1,,,,,,
1308,R12 000,Mowbray,91 Klipfontain,2,,,,,,
1367,R12 000,Gardens,,1,,,,,,
1368,R12 000,Cape Town City Centre,1 Sand Hill Rd,1,,,,,,
1376,R12 000,Sea Point,,2,,,,,,
1384,R12 000,Rondebosch,,3,,,,,,
1422,R12 000,Kenilworth Upper,,3,,,,,,
1475,R12 000,Rosebank,,3,,,,,,
1535,R12 000,Cape Town City Centre,"24 Hans Strijdom Avenue, Cape Town",1,,,,,,
1594,R12 000,Cape Town City Centre,57 Heerengracht & Walter Sisulu Street,0.5,,,,,,
1596,R12 000,Mouille Point,,1,,,,,,
1630,R12 000,Rondebosch,,3,,,,,,
1644,R12 000,Vredehoek,,2,,,,,,
1689,R12 000,Observatory,6 Trill Road,1,,,,,,
1692,R12 000,Rondebosch Village,,2,,,,,,
1770,R12 000,Newlands,,1,,,,,,
1781,R12 000,Sea Point,,2,,,,,,
1807,R12 000,Walmer Estate,,3,,,,,,
1811,R12 000,Cape Town City Centre,,1,,,,,,
1815,R12 000,Claremont,,2,,,,,,
1819,R12 000,Observatory,,2,,,,,,
1853,R12 000,Zonnebloem,,2,,,,,,
1888,R12 000,Observatory,,2,,,,,,
1937,R12 000,Rosebank,,2,,,,,,
1968,R12 000,Observatory,,2,,,,,,
1969,R12 000,Cape Town City Centre,,2,,,,,,
1991,R12 000,Sea Point,"68-70 Kloof Road, 68",2,,,,,,
2045,R12 000,Vredehoek,70 Upper Mill St,2,,,,,,
2051,R12 000,Kalk Bay,24 Gatesville Road,1,,,,,,
2056,R12 000,Cape Town City Centre,,1,,,,,,
2063,R12 000,Zonnebloem,,2,,,,,,
2131,R12 000,Sea Point,16 Calais Road,1,,,,,,
2163,R12 000,Woodstock,,2,,,,,,
2172,R12 000,De Waterkant,,1,,,,,,
2188,R12 000,Vredehoek,,1.5,,,,,,
2204,R12 000,Cape Town City Centre,,2,,,,,,
2205,R12 000,Cape Town City Centre,,2,,,,,,
2234,R12 000,Green Point,,2,,,,,,
2236,R12 000,Green Point,,2,,,,,,
2239,R12 000,Cape Town City Centre,,2,,,,,,
2272,R12 000,Vredehoek,,2,,,,,,
2274,R12 000,Green Point,"17 Main Road, Green Point",1,,,,,,
2288,R12 000,Zonnebloem,,2,,,,,,
2322,R12 000,Green Point,,2,,,,,,
2396,R12 000,Constantia,,1,,,,,,
2424,R12 000,Tamboerskloof,,,,,,,,
2437,R12 000,Diep River,167 Main Road,2,,,,,,
2480,R12 000,Observatory,,3,,,,,,
2509,R12 000,Cape Town City Centre,,1,,,,,,
2541,R12 000,Mouille Point,72 Good Hope Park Beach Road Mouille Point,0.5,,,,,,
2560,R12 000,Kenilworth,,2,,,,,,
2562,R12 000,Rondebosch,,3,,,,,,
2568,R12 000,Rondebosch,5 Eureka Road,3,,,,,,
2609,R12 000,Sea Point,,2,,,,,,
2628,R12 000,Foreshore,,0.5,,,,,,
2667,R12 000,Gardens,,1,,,,,,
2683,R12 000,Gardens,,1,,,,,,
2733,R12 000,Sea Point,,2,,,,,,
2745,R12 000,Claremont Upper,8 On Harfield,2,,,,,,
2804,R12 000,Zonnebloem,,2,,,,,,
2830,R12 000,Camps Bay,,1,,,,,,
2831,R12 000,Camps Bay,,1,,,,,,
2845,R12 000,Sea Point,,2,,,,,,
2892,R12 000,Sea Point,Ostende 296 Beach Road,1,,,,,,
2916,R12 000,Rondebosch,,3,,,,,,
2941,R12 000,Cape Town City Centre,,1,,,,,,
3008,R12 000,Cape Town City Centre,25 Hans Strijdom Avenue,1,,,,,,
3053,R12 000,Woodstock,,2,,,,,,
3063,R12 000,Zonnebloem,Erf115750 Constitution St,3,,,,,,
3075,R12 000,Gardens,1 Camp Street,2,,,,,,
3085,R12 000,Sea Point,8 London Road,2,,,,,,
3098,R12 000,Claremont Upper,,2,,,,,,
3160,R12 000,Oranjezicht,,3,,,,,,
3207,R12 000,Rosebank,,2,,,,,,
3229,R12 000,Sea Point,,1,,,,,,
3235,R12 000,Observatory,,1,,,,,,
3243,R12 000,Woodstock,,2,,,,,,
3280,R12 000,Sea Point,,2,,,,,,
3290,R12 000,Cape Town City Centre,37 Roeland Street,2,,,,,,
3296,R12 000,Rondebosch,,2,,,,,,
3370,R12 000,Observatory,3a Howe Street,2,,,,,,
3376,R12 000,Kenilworth,78 Harfield Road,3,,,,,,
3377,R12 000,Rondebosch,,2,,,,,,
3382,R12 000,Claremont,,3,,,,,,
3395,R12 000,Claremont,,3,,,,,,
3405,R12 000,Claremont Upper,,2,,,,,,
3416,R12 000,Kenilworth,,2,,,,,,
3444,R12 000,Rondebosch,,2,,,,,,
3458,R12 000,Gardens,37 Roeland,2,,,,,,
3524,R12 000,Sea Point,,1,,,,,,
3730,R12 000,Vredehoek,"2 Romania Court, 29 Chelmsford Road",3,,,,,,
3750,R12 000,Gardens,,2,,,,,,
3808,R12 000,Cape Town City Centre,31 Adderley Street,1,,,,,,
3940,R12 000,Cape Town City Centre,,1,,,,,,
3946,R12 000,Claremont,,2,,,,,,
3978,R12 000,Cape Town City Centre,,2,,,,,,
3995,R12 000,Three Anchor Bay,,2,,,,,,
3999,R12 000,Three Anchor Bay,33 Vicmor Court Fort Road,2,,,,,,
4013,R12 000,Rondebosch,,2,,,,,,
4159,R12 000,Cape Town City Centre,,1,,,,,,
4161,R12 000,Cape Town City Centre,,,,,,,,
4234,R12 000,Vredehoek,,2,,,,,,
4235,R12 000,Rondebosch,,2,,,,,,
4242,R12 000,Claremont,,2,,,,,,
4263,R12 000,Sea Point,,1,,,,,,
4404,R12 000,Claremont,,2,,,,,,
4436,R12 000,Observatory,,3,,,,,,
4448,R12 000,Observatory,,3,,,,,,
4461,R12 000,Green Point,,1,,,,,,
4473,R12 000,Foreshore,,1,,,,,,
4475,R12 000,Gardens,,2,,,,,,
4525,R12 000,Tokai,,2,,,,,,
4561,R12 000,Tokai,,2,,,,,,
4567,R12 000,Wynberg,,2,,,,,,
4589,R12 000,Sea Point,"8 Alexander Rd, Sea Point, Cape Town, 8060, South Africa",1,,,,,,
4615,R12 000,Camps Bay,,1,,,,,,
4621,R12 000,Plumstead,,2,,,,,,
4684,R12 000,Sea Point,8 Hall Road,2,,,,,,
4698,R12 000,Cape Town City Centre,,1,,,,,,
4705,R12 000,Green Point,,1,,,,,,
4783,R12 000,Sea Point,,1,,,,,,
4840,R12 000,Rosebank,,2,,,,,,
4856,R12 000,Observatory,,2,,,,,,
4858,R12 000,Sea Point,"8 Alexander Rd, Sea Point",1,,,,,,
4912,R12 000,Rondebosch,,3,,,,,,
4951,R12 000,Cape Town City Centre,,1,,,,,,
4968,R12 000,Foreshore,,1,,,,,,
4984,R12 000,Woodstock,,2,,,,,,
4985,R12 000,Cape Town City Centre,,1,,,,,,
5068,R12 000,Sea Point,,1,,,,,,
5083,R12 000,Cape Town City Centre,,1,,,,,,
5092,R12 000,Cape Town City Centre,,1,,,,,,
5094,R12 000,Sea Point,,1,,,,,,
5131,R12 000,Tokai,,2,,,,,,
4183,R12 250,Green Point,,2,,,,,,
3699,R12 400,Vredehoek,5 Escombe Rd,2,,,,,,
5130,R12 400,Cape Town City Centre,,1,,,,,,
575,R12 490,Cape Town City Centre,167 Loop Street,1,,,,,,
34,R12 500,Gardens,3 Schoonder St,2,,,,,,
47,R12 500,Sea Point,305 Main Road,2,,,,,,
83,R12 500,Sea Point,239 High Level Road,2,,,,,,
89,R12 500,Claremont Upper,10 Grove Walk,2,,,,,,
92,R12 500,Sea Point,239 High Level Road,2,,,,,,
116,R12 500,Vredehoek,9 Escombe Rd,2,,,,,,
182,R12 500,Foreshore,1 Cast Anchor Way,1,,,,,,
258,R12 500,Kenilworth Upper,1 Stellenberg Avenue,2,,,,,,
315,R12 500,De Waterkant,32 Prestwich Street,1,,,,,,
329,R12 500,Three Anchor Bay,,2,,,,,,
344,R12 500,Cape Town City Centre,,1,,,,,,
381,R12 500,Cape Town City Centre,,1,,,,,,
391,R12 500,Mouille Point,109 Beach Road,1,,,,,,
398,R12 500,Woodstock,187 Sir Lowry Rd,2,,,,,,
414,R12 500,Green Point,,0.5,,,,,,
458,R12 500,Vredehoek,,2,,,,,,
468,R12 500,Green Point,135 Main Road,2,,,,,,
503,R12 500,Kenilworth,,3,,,,,,
519,R12 500,Llandudno,,1,,,,,,
557,R12 500,Kenilworth Upper,,2,,,,,,
558,R12 500,Woodstock,,1,,,,,,
605,R12 500,Claremont Upper,25 Protea Rd,1,,,,,,
671,R12 500,Woodstock,,2,,,,,,
743,R12 500,Tamboerskloof,,2,,,,,,
744,R12 500,Tamboerskloof,,2,,,,,,
809,R12 500,Gardens,28 Hof Street,3,,,,,,
863,R12 500,Green Point,,2,,,,,,
890,R12 500,Camps Bay,,1,,,,,,
896,R12 500,Camps Bay,,1,,,,,,
917,R12 500,Mouille Point,,1,,,,,,
934,R12 500,Green Point,"27 Main Road, Eclipse",1,,,,,,
967,R12 500,Mouille Point,,1,,,,,,
1069,R12 500,Tamboerskloof,"34 On Warren, Warren Street, Tamboerskloof",2,,,,,,
1098,R12 500,Green Point,,0.5,,,,,,
1100,R12 500,Green Point,,0.5,,,,,,
1122,R12 500,Mouille Point,,1,,,,,,
1199,R12 500,Green Point,,2,,,,,,
1209,R12 500,Green Point,"197 Main Street, Green Point",1,,,,,,
1305,R12 500,Kenilworth Upper,,2,,,,,,
1316,R12 500,Three Anchor Bay,267 Main Road,2,,,,,,
1318,R12 500,Sea Point,17 Arthurs Road,1,,,,,,
1344,R12 500,Observatory,3 Howe Street,2,,,,,,
1349,R12 500,Mouille Point,,1,,,,,,
1373,R12 500,Mouille Point,159 Beach Road,1,,,,,,
1400,R12 500,Mouille Point,,1,,,,,,
1420,R12 500,Cape Town City Centre,,1,,,,,,
1520,R12 500,Kenilworth,,3,,,,,,
1530,R12 500,Kenilworth,,3,,,,,,
1583,R12 500,Sea Point,15 Queens Road,2,,,,,,
1618,R12 500,De Waterkant,,1,,,,,,
1654,R12 500,Gardens,,2,,,,,,
1851,R12 500,Tamboerskloof,13 Belle Ombre Road,2,,,,,,
1859,R12 500,De Waterkant,,1,,,,,,
1887,R12 500,Kenilworth,,2,,,,,,
2002,R12 500,Sea Point,,1,,,,,,
2075,R12 500,Cape Town City Centre,,1,,,,,,
2145,R12 500,Rondebosch,2 Belmont Road,2,,,,,,
2150,R12 500,Green Point,27 Main Road,1,,,,,,
2186,R12 500,Mouille Point,,1,,,,,,
2210,R12 500,De Waterkant,,1,,,,,,
2215,R12 500,Green Point,5 Wessels Road,2,,,,,,
2220,R12 500,Observatory,,2,,,,,,
2268,R12 500,Rondebosch,,2,,,,,,
2285,R12 500,Green Point,,1,,,,,,
2292,R12 500,Green Point,27 Main Road,0.5,,,,,,
2301,R12 500,Cape Town City Centre,Tuynhuys At 54 Keerom Street,1,,,,,,
2317,R12 500,Gardens,,1,,,,,,
2329,R12 500,Rondebosch,,1,,,,,,
2340,R12 500,Green Point,,1,,,,,,
2356,R12 500,Green Point,,0.5,,,,,,
2428,R12 500,Green Point,,1,,,,,,
2460,R12 500,Green Point,,1,,,,,,
2469,R12 500,Green Point,,2,,,,,,
2473,R12 500,Zonnebloem,,2,,,,,,
2506,R12 500,Harfield Village,,3,,,,,,
2523,R12 500,Sea Point,,2,,,,,,
2531,R12 500,Sea Point,,2,,,,,,
2544,R12 500,Cape Town City Centre,,1,,,,,,
2576,R12 500,Observatory,,2,,,,,,
2589,R12 500,Claremont,,2,,,,,,
2635,R12 500,Green Point,,0.5,,,,,,
