,Price,Locate,Address,Beds,,,,,,
3087,R9 500,Sea Point,,0.5,,,,,,
3115,R9 500,Claremont,,1,,,,,,
3125,R9 500,Claremont,,1,,,,,,
3135,R9 500,Sea Point,303 Beach Rd,1,,,,,,
3151,R9 500,Claremont Upper,19 Grove Avenue,2,,,,,,
3166,R9 500,Cape Town City Centre,,1,,,,,,
3187,R9 500,Woodstock,12 Listowel Road,2,,,,,,
3202,R9 500,Cape Town City Centre,,1,,,,,,
3247,R9 500,Rondebosch,,2,,,,,,
3292,R9 500,Pinelands,,,,,,,,
3309,R9 500,Sea Point,,,,,,,,
3310,R9 500,Plumstead,23 Burnham Road,2,,,,,,
3367,R9 500,Sea Point,,1,,,,,,
3440,R9 500,Cape Town City Centre,9 Marine Street,1,,,,,,
3473,R9 500,Rosebank,,2,,,,,,
3475,R9 500,Kenilworth,,2,,,,,,
3526,R9 500,Gardens,,1,,,,,,
3527,R9 500,Gardens,,1,,,,,,
3538,R9 500,Sea Point,,2,,,,,,
3543,R9 500,Green Point,,1,,,,,,
3547,R9 500,Rondebosch,,2,,,,,,
3550,R9 500,Woodstock,,1,,,,,,
3573,R9 500,Rondebosch East,65 Lawson Road,2,,,,,,
3589,R9 500,Woodstock,187 Sir Lowry Road,1,,,,,,
3607,R9 500,Rosebank,,2,,,,,,
3621,R9 500,Sea Point,16 Heylon Court 367 Main Road Sea Point,2,,,,,,
3748,R9 500,Rondebosch,,2,,,,,,
3755,R9 500,Zonnebloem,43 Buitenkant Street,1,,,,,,
3771,R9 500,Observatory,,3,,,,,,
3850,R9 500,Zonnebloem,,2,,,,,,
3853,R9 500,Claremont,5 Bath Road,2,,,,,,
3889,R9 500,Salt River,"267 Victoria Road, Salt River",2,,,,,,
3930,R9 500,Zonnebloem,,2,,,,,,
3977,R9 500,Rondebosch,,2,,,,,,
3983,R9 500,Cape Town City Centre,1 Upper Mill Street,1,,,,,,
4006,R9 500,Cape Town City Centre,"106 Adderley St, Cape Town City Centre, Cape Town, 8000, South Africa",1,,,,,,
4024,R9 500,Pinelands,,2,,,,,,
4030,R9 500,Green Point,,2,,,,,,
4064,R9 500,Rondebosch,,,,,,,,
4070,R9 500,Rondebosch,,,,,,,,
4083,R9 500,Cape Town City Centre,,0.5,,,,,,
4107,R9 500,Cape Town City Centre,64 Buitenkant Street,1,,,,,,
4137,R9 500,Vredehoek,,2,,,,,,
4140,R9 500,Mouille Point,,0.5,,,,,,
4174,R9 500,Gardens,,2,,,,,,
4217,R9 500,Gardens,5 Mill Street,1,,,,,,
4237,R9 500,Woodstock,,2,,,,,,
4241,R9 500,Gardens,38 Mill Street,0.5,,,,,,
4259,R9 500,Gardens,,1,,,,,,
4293,R9 500,Cape Town City Centre,,2,,,,,,
4294,R9 500,Cape Town City Centre,,2,,,,,,
4306,R9 500,Sea Point,,0.5,,,,,,
4364,R9 500,Claremont Upper,213 Main Road,2,,,,,,
4407,R9 500,Observatory,"604, The Factory, Howe Street",2,,,,,,
4431,R9 500,Rosebank,,3,,,,,,
4450,R9 500,Sea Point,35 Heylon Court 367 Main Road Sea Point,2,,,,,,
4476,R9 500,Sea Point,,,,,,,,
4543,R9 500,Cape Town City Centre,,0.5,,,,,,
4544,R9 500,Cape Town City Centre,,0.5,,,,,,
4645,R9 500,Tamboerskloof,,2,,,,,,
4660,R9 500,Cape Town City Centre,,1,,,,,,
4725,R9 500,Claremont Upper,,2,,,,,,
4738,R9 500,Claremont Upper,,2,,,,,,
4748,R9 500,Vredehoek,,1,,,,,,
4752,R9 500,Cape Town City Centre,,2,,,,,,
4776,R9 500,Green Point,,1,,,,,,
4883,R9 500,Rosebank,1 Hope Road,2,,,,,,
4906,R9 500,Cape Town City Centre,,2,,,,,,
5064,R9 500,Gardens,,2,,,,,,
5119,R9 500,Rosebank,,2,,,,,,
3223,R9 540,Rosebank,24 Main Rd,1,,,,,,
1322,R9 600,Sea Point,,1,,,,,,
4056,R9 600,Gardens,,2,,,,,,
4647,R9 600,Gardens,,2,,,,,,
220,R9 615,Pinelands,2 Bien Donne Rd,2,,,,,,
2535,R9 700,Vredehoek,36 Clifford Avenue,1,,,,,,
2593,R9 700,Woodstock,,2,,,,,,
3028,R9 700,Sea Point,,1,,,,,,
3528,R9 720,Kenilworth,,,,,,,,
240,R9 750,Woodstock,Fairview Ave Woodstock,2,,,,,,
247,R9 750,Woodstock,Fairview Ave Woodstock,2,,,,,,
320,R9 750,Kenilworth,8 Yellowwoods 2 Sherwood Ave,2,,,,,,
430,R9 750,Kenilworth,,2,,,,,,
705,R9 750,Green Point,,1,,,,,,
1179,R9 750,Green Point,101 Main Road,1,,,,,,
1258,R9 750,Tamboerskloof,,1,,,,,,
1610,R9 750,Gardens,,1,,,,,,
1726,R9 750,Tamboerskloof,,1,,,,,,
2446,R9 750,Tamboerskloof,4 Carstens Street,2,,,,,,
2487,R9 750,Pinelands,25 Kindroggan 41 Ringwood Drive,2,,,,,,
3315,R9 750,Woodstock,,1,,,,,,
3358,R9 750,Zonnebloem,45 Chapel Street,2,,,,,,
4039,R9 750,Plumstead,"Urban Spin, 17 Alnwick Rd",2,,,,,,
4305,R9 750,Bo Kaap,,2,,,,,,
4746,R9 750,Tamboerskloof,,1,,,,,,
4865,R9 750,Cape Town City Centre,,1,,,,,,
246,R9 800,Cape Town City Centre,Erf115750 Constitution St,2,,,,,,
308,R9 800,Kenilworth,"9 Hampton Place, Hampstead Road",2,,,,,,
437,R9 800,Kalk Bay,1 Barton Road,1,,,,,,
1045,R9 800,Oranjezicht,Mill St Oranjezicht,1,,,,,,
1120,R9 800,Sea Point,,2,,,,,,
1266,R9 800,Rondebosch,,2,,,,,,
1288,R9 800,Rondebosch,,2,,,,,,
1361,R9 800,Llandudno,,1,,,,,,
1417,R9 800,Rondebosch,,2,,,,,,
1835,R9 800,Green Point,,2,,,,,,
1944,R9 800,Diep River,,2,,,,,,
2078,R9 800,Green Point,,2,,,,,,
2082,R9 800,Green Point,,2,,,,,,
2352,R9 800,Kenilworth,,2,,,,,,
2569,R9 800,Green Point,,2,,,,,,
2861,R9 800,Green Point,,2,,,,,,
2942,R9 800,Cape Town City Centre,16 Bree Street,1,,,,,,
3144,R9 800,Rondebosch,,2,,,,,,
3153,R9 800,Observatory,"W511 The Factory, 1 Howe Street",2,,,,,,
3155,R9 800,Cape Town City Centre,,1,,,,,,
3293,R9 800,Gardens,,1,,,,,,
3393,R9 800,Tamboerskloof,,1,,,,,,
3443,R9 800,Rondebosch,,2,,,,,,
3852,R9 800,Sea Point,,1,,,,,,
5034,R9 800,Woodstock,,0.5,,,,,,
177,R9 850,Cape Town City Centre,14 Darling Street,1,,,,,,
1827,R9 850,Pinelands,33 Acacia Way,1,,,,,,
1830,R9 850,Pinelands,33 Acacia Way,1,,,,,,
2917,R9 850,Pinelands,19 Nightingale Way,2,,,,,,
3602,R9 850,Sea Point,,1,,,,,,
3779,R9 850,Salt River,267 Victoria Road,2,,,,,,
4619,R9 850,Woodstock,,2,,,,,,
4623,R9 850,Woodstock,,2,,,,,,
101,R9 900,Three Anchor Bay,201 Main Rd,1,,,,,,
960,R9 900,Kenilworth Upper,,2,,,,,,
1007,R9 900,Rondebosch,,2,,,,,,
1356,R9 900,Rondebosch,6 Mount Rd,2,,,,,,
1358,R9 900,Woodstock,,1,,,,,,
1518,R9 900,Rondebosch,Mount Rd Rondebosch,2,,,,,,
1681,R9 900,Zonnebloem,,2,,,,,,
1816,R9 900,Claremont Upper,"3 Corona Court, 12 Church Street",2,,,,,,
1872,R9 900,Gardens,,1,,,,,,
1948,R9 900,Oranjezicht,45 Buxton Avenue,1,,,,,,
2328,R9 900,Camps Bay,,1,,,,,,
2333,R9 900,Vredehoek,6 Escombe Road,2,,,,,,
2751,R9 900,Maitland,144 Royal Maitland One Royal Road,3,,,,,,
2851,R9 900,Woodstock,,1,,,,,,
3255,R9 900,Rondebosch,,2,,,,,,
3401,R9 900,Green Point,,1,,,,,,
3709,R9 900,Bo Kaap,58 Leeuwen Street,2,,,,,,
3711,R9 900,Bo Kaap,58 Leeuwen Street,2,,,,,,
3814,R9 900,Rondebosch Village,17 Oakdale 55 Albion Road,2,,,,,,
3857,R9 900,Oranjezicht,,1,,,,,,
3916,R9 900,Zonnebloem,,2,,,,,,
4166,R9 900,Zonnebloem,,2,,,,,,
239,R9 950,Rondebosch,46 Campground Rd,1,,,,,,
289,R9 950,Sea Point,,1,,,,,,
456,R9 950,Sea Point,,1,,,,,,
722,R9 950,Sea Point,239 Beach Road,1,,,,,,
1719,R9 950,Sea Point,,1,,,,,,
1728,R9 950,Sea Point,,2,,,,,,
1826,R9 950,Gardens,9 Nicol Street,1,,,,,,
2057,R9 950,Cape Town City Centre,,2,,,,,,
2165,R9 950,Rondebosch Village,303 Green Park St Andrews Rd,2,,,,,,
2627,R9 950,Newlands,,2,,,,,,
2636,R9 950,Mouille Point,3 Beach Road,,,,,,,
2995,R9 950,Newlands,,2,,,,,,
3023,R9 950,Sea Point,,1,,,,,,
3294,R9 950,Rondebosch,143a Main Road,2,,,,,,
3295,R9 950,Rondebosch,143a Main Road,2,,,,,,
3345,R9 950,Sea Point,,1,,,,,,
3587,R9 950,Vredehoek,,2,,,,,,
3784,R9 950,Gardens,,2,,,,,,
3948,R9 950,Kenilworth,,2,,,,,,
4057,R9 950,Woodstock,,1,,,,,,
4177,R9 950,Sea Point,,,,,,,,
4385,R9 950,Tamboerskloof,,2,,,,,,
4512,R9 950,Woodstock,,2,,,,,,
4549,R9 950,Tamboerskloof,,2,,,,,,
4809,R9 950,Tamboerskloof,,2,,,,,,
4960,R9 950,Gardens,,2,,,,,,
498,R9 990,Rosebank,34 Liesbeek Rd,2,,,,,,
2996,R9 990,Cape Town City Centre,14 Jetty Street,1,,,,,,
595,R9 995,De Waterkant,34 Prestwich Street,1,,,,,,
3123,R9 995,Cape Town City Centre,,1,,,,,,
3430,R9 995,Tamboerskloof,,2,,,,,,
4429,R9 995,Cape Town City Centre,,1,,,,,,
3095,R9 999,Cape Town City Centre,,1,,,,,,
68,R10 000,Rondebosch,73 Klipfontein Street,2,,,,,,
75,R10 000,Woodstock,85 Albert Rd,1,,,,,,
103,R10 000,Claremont Upper,7 Herschel Close,1,,,,,,
104,R10 000,Newlands,241 Main Road,2,,,,,,
123,R10 000,Newlands,241 Main Road,2,,,,,,
131,R10 000,Green Point,"87 Somerset Road, Green Point",2,,,,,,
211,R10 000,Woodstock,187 Sir Lowry Rd,1,,,,,,
222,R10 000,Woodstock,25 Sharon Court,2,,,,,,
225,R10 000,Cape Town City Centre,,1,,,,,,
287,R10 000,Observatory,,1,,,,,,
326,R10 000,Foreshore,,1,,,,,,
348,R10 000,Gardens,28 Hof Street,2,,,,,,
365,R10 000,Cape Town City Centre,,1,,,,,,
409,R10 000,Sea Point,205 Beach Boulevard,1,,,,,,
418,R10 000,Cape Town City Centre,32 Parliament Street,1,,,,,,
424,R10 000,Tamboerskloof,Liberty Court 1 Military Road,2,,,,,,
444,R10 000,Tamboerskloof,,1,,,,,,
469,R10 000,Gardens,,2,,,,,,
470,R10 000,Sea Point,7 Queens Road,1,,,,,,
512,R10 000,Vredehoek,36 Chelmsford Rd,2,,,,,,
530,R10 000,Pinelands,,2,,,,,,
567,R10 000,Woodstock,,1,,,,,,
620,R10 000,Cape Town City Centre,2811 16 On Bree,1,,,,,,
636,R10 000,Kenilworth,,2,,,,,,
659,R10 000,Rondebosch,,2,,,,,,
665,R10 000,Oranjezicht,,2,,,,,,
720,R10 000,Zonnebloem,,2,,,,,,
838,R10 000,Sea Point,,1,,,,,,
842,R10 000,Newlands,3 Letterstedt Road,,,,,,,
861,R10 000,Rondebosch,7 Erin Road,1,,,,,,
888,R10 000,De Waterkant,,1,,,,,,
937,R10 000,Cape Town City Centre,,1,,,,,,
941,R10 000,Zonnebloem,"Chapel Towers, 45 Chapel Street",2,,,,,,
958,R10 000,Harfield Village,606 Dormax 4 Bell Road,2,,,,,,
965,R10 000,Rosebank,,2,,,,,,
970,R10 000,Gardens,,2,,,,,,
988,R10 000,Rondebosch,"Westerford Close, Mount Road, Rondebosch, Cape Town",2,,,,,,
1008,R10 000,Zonnebloem,,1,,,,,,
1014,R10 000,Tamboerskloof,,2,,,,,,
1033,R10 000,Three Anchor Bay,,0.5,,,,,,
1038,R10 000,Woodstock,226 Victoria Road,2,,,,,,
1072,R10 000,Cape Town City Centre,57 Heerengracht St,1,,,,,,
1077,R10 000,Zonnebloem,45 Chapel Street (08603),2,,,,,,
1078,R10 000,Zonnebloem,45 Chapel Street (08103),2,,,,,,
1083,R10 000,Zonnebloem,45 Chapel Street (08603),2,,,,,,
1089,R10 000,Zonnebloem,76 Sir Lowry Road,2,,,,,,
1097,R10 000,Salt River,,2,,,,,,
1129,R10 000,Green Point,,1,,,,,,
1137,R10 000,Tamboerskloof,,1,,,,,,
1243,R10 000,Rondebosch,,2,,,,,,
1261,R10 000,Mowbray,,2,,,,,,
1280,R10 000,Higgovale,49 Bellevue St,1,,,,,,
1298,R10 000,Kenilworth,121 Third Avenue Kenilworth Cape Town 7708,2,,,,,,
1313,R10 000,Cape Town City Centre,252 Roggebaai Square,1,,,,,,
1329,R10 000,Sea Point,,1,,,,,,
1348,R10 000,Cape Town City Centre,9 Marine Street,1,,,,,,
1360,R10 000,De Waterkant,,1,,,,,,
1366,R10 000,Oranjezicht,,1,,,,,,
1369,R10 000,Oranjezicht,,1,,,,,,
1372,R10 000,Observatory,,2,,,,,,
1387,R10 000,Tokai,,2,,,,,,
1399,R10 000,Green Point,5 Haytor Road,,,,,,,
1403,R10 000,Sea Point,,1,,,,,,
1451,R10 000,Woodstock,187 Sir Lowry Road,1,,,,,,
1536,R10 000,Cape Town City Centre,,2,,,,,,
1620,R10 000,Observatory,"The Factory, 15 Nelson Road",2,,,,,,
1680,R10 000,Woodstock,,1,,,,,,
1688,R10 000,Pinelands,,2,,,,,,
1710,R10 000,Heathfield,45 Galway Road,3,,,,,,
1715,R10 000,Kenilworth Upper,,2,,,,,,
1718,R10 000,Heathfield,45 Galway Road,3,,,,,,
1721,R10 000,Foreshore,31b Heerengracht Street,1,,,,,,
1735,R10 000,Foreshore,31b Heerengracht Street,1,,,,,,
1739,R10 000,Oranjezicht,17 Sophia Street,2,,,,,,
1747,R10 000,Gardens,"Drury Lane, Gardens",1,,,,,,
1761,R10 000,Woodstock,,2,,,,,,
1764,R10 000,Claremont,"A807 The Claremont, 53 Main Rd",2,,,,,,
1773,R10 000,Claremont,"A807 The Claremont, 53 Main Rd",2,,,,,,
1785,R10 000,Oranjezicht,,1,,,,,,
1813,R10 000,Tamboerskloof,,2,,,,,,
1818,R10 000,Gardens,,,,,,,,
1837,R10 000,Kenilworth,1 Gordon,2,,,,,,
1842,R10 000,Cape Town City Centre,27 Leeuwen Street,1,,,,,,
1845,R10 000,Cape Town City Centre,,1,,,,,,
1881,R10 000,Gardens,90a Queen Victoria St,2,,,,,,
1976,R10 000,Camps Bay,18 Theresa Avenue,1,,,,,,
2007,R10 000,Cape Town City Centre,70 Queen Victoria Street,2,,,,,,
2046,R10 000,Oranjezicht,,1,,,,,,
2054,R10 000,Rondebosch,,2,,,,,,
2059,R10 000,Zonnebloem,64 Sir Lowry Road,2,,,,,,
2070,R10 000,Three Anchor Bay,,2,,,,,,
2072,R10 000,Higgovale,,1,,,,,,
2091,R10 000,Claremont,,2,,,,,,
2103,R10 000,Rondebosch,"44 Heath Rd, Rondebosch",2,,,,,,
2104,R10 000,Gardens,124 Harrington St,2,,,,,,
2114,R10 000,Cape Town City Centre,120 Bree Street,2,,,,,,
2116,R10 000,Tamboerskloof,22 Albert Road,2,,,,,,
2125,R10 000,Gardens,19 Breda,2,,,,,,
2135,R10 000,Gardens,19 Breda,2,,,,,,
2191,R10 000,Newlands,,2,,,,,,
2226,R10 000,Three Anchor Bay,,1,,,,,,
2275,R10 000,Woodstock,187 Sir Lowry Road,1,,,,,,
2287,R10 000,Cape Town City Centre,,1,,,,,,
2295,R10 000,Woodstock,7 The Avenue,2,,,,,,
2309,R10 000,Cape Town City Centre,,1,,,,,,
2351,R10 000,Sea Point,23 Arthurs Road,1,,,,,,
2373,R10 000,Green Point,9 Cavalcade Road,1,,,,,,
2490,R10 000,Cape Town City Centre,,1,,,,,,
2558,R10 000,Gardens,99 Hatfield Street,2,,,,,,
2585,R10 000,Walmer Estate,,2,,,,,,
2591,R10 000,De Waterkant,,1,,,,,,
2594,R10 000,Walmer Estate,,2,,,,,,
2613,R10 000,Oranjezicht,4 Hiddingh Ave,1,,,,,,
2621,R10 000,Sea Point,81 Regent Road,0.5,,,,,,
2626,R10 000,Green Point,39 High Level Road,1,,,,,,
2647,R10 000,Vredehoek,,2,,,,,,
2648,R10 000,Zonnebloem,,2,,,,,,
2687,R10 000,Woodstock,,2,,,,,,
2695,R10 000,Woodstock,,1,,,,,,
2810,R10 000,Newlands,B14 Albion Mills 235 Main Road,2,,,,,,
2815,R10 000,Cape Town City Centre,,2,,,,,,
2839,R10 000,Cape Town City Centre,105 Strand Street,1,,,,,,
2925,R10 000,Cape Town City Centre,,1,,,,,,
2939,R10 000,Gardens,,2,,,,,,
2954,R10 000,Gardens,,2,,,,,,
2961,R10 000,Rondebosch,4 Oakhurst Ave,2,,,,,,
2998,R10 000,Gardens,105 Kloof Street,2,,,,,,
3012,R10 000,University Estate,,2,,,,,,
3019,R10 000,Cape Town City Centre,,1,,,,,,
3039,R10 000,Cape Town City Centre,37 Roeland Street,2,,,,,,
3055,R10 000,Cape Town City Centre,,2,,,,,,
3061,R10 000,Cape Town City Centre,,2,,,,,,
3133,R10 000,Tokai,,2,,,,,,
3134,R10 000,Sea Point,,0.5,,,,,,
3233,R10 000,Woodstock,,2,,,,,,
3239,R10 000,Woodstock,,2,,,,,,
3240,R10 000,Tokai,,2,,,,,,
3256,R10 000,Cape Town City Centre,301 Long Street,1,,,,,,
3274,R10 000,Woodstock,,2,,,,,,
3318,R10 000,Cape Town City Centre,,1,,,,,,
3322,R10 000,Cape Town City Centre,,1,,,,,,
3323,R10 000,Cape Town City Centre,,1,,,,,,
3329,R10 000,Salt River,267 Victoria Road,1,,,,,,
3362,R10 000,Cape Town City Centre,,0.5,,,,,,
3363,R10 000,Cape Town City Centre,,0.5,,,,,,
3402,R10 000,Cape Town City Centre,,2,,,,,,
3403,R10 000,Sea Point,,0.5,,,,,,
3419,R10 000,Cape Town City Centre,,2,,,,,,
3465,R10 000,High Constantia,,1,,,,,,
3472,R10 000,Cape Town City Centre,"Burg Street and Wale Street, Cape Town",1,,,,,,
3488,R10 000,Camps Bay,,2,,,,,,
3623,R10 000,Cape Town City Centre,,0.5,,,,,,
3632,R10 000,Sea Point,Pleasant Ways 275 Beach Road,1.5,,,,,,
3647,R10 000,Cape Town City Centre,,1,,,,,,
3651,R10 000,Rondebosch,21 Albion Road,1,,,,,,
3655,R10 000,Wynberg Upper,Bower Road,2,,,,,,
3673,R10 000,Kenilworth Upper,,2,,,,,,
3683,R10 000,Newlands,,2,,,,,,
3704,R10 000,Newlands,3 Letterstedt Road,2,,,,,,
3717,R10 000,Rondebosch,,2,,,,,,
3727,R10 000,Cape Town City Centre,,1,,,,,,
3758,R10 000,Cape Town City Centre,50 Buitenkant Street,1,,,,,,
3789,R10 000,Sea Point,,1,,,,,,
3795,R10 000,Observatory,,2,,,,,,
3835,R10 000,Zonnebloem,,3,,,,,,
3838,R10 000,Green Point,8 Vesperdene Road - Greenpoint,1,,,,,,
3866,R10 000,Observatory,,2,,,,,,
3911,R10 000,Kenilworth,,2,,,,,,
3944,R10 000,De Waterkant,,1,,,,,,
4011,R10 000,Rondebosch,,2,,,,,,
4041,R10 000,Clifton,57 Victoria Road,1,,,,,,
4053,R10 000,Rondebosch Village,,2,,,,,,
4100,R10 000,Cape Town City Centre,,1,,,,,,
4189,R10 000,Newlands,,2,,,,,,
4208,R10 000,Cape Town City Centre,"32 Parliament Street, Cape Town",1,,,,,,
4256,R10 000,Zonnebloem,,2,,,,,,
4270,R10 000,Rondebosch,,2,,,,,,
4282,R10 000,Cape Town City Centre,,1,,,,,,
4286,R10 000,Claremont Upper,,2,,,,,,
4287,R10 000,Cape Town City Centre,,1,,,,,,
4326,R10 000,Higgovale,2 Summerseat Cl,1,,,,,,
4327,R10 000,Cape Town City Centre,"407 Overbeek , 1 Kloof Street",1,,,,,,
4339,R10 000,Cape Town City Centre,"407 Overbeek , 1 Kloof Street",1,,,,,,
4341,R10 000,Cape Town City Centre,,2,,,,,,
4342,R10 000,Sea Point,,1,,,,,,
4345,R10 000,Rosebank,"Rosehope Apartments, 1 Main Road, Rosebank",2,,,,,,
4363,R10 000,Cape Town City Centre,,1,,,,,,
4384,R10 000,Gardens,,1,,,,,,
4409,R10 000,Green Point,,2,,,,,,
4412,R10 000,Green Point,,2,,,,,,
4510,R10 000,Cape Town City Centre,,1,,,,,,
4514,R10 000,De Waterkant,,1,,,,,,
4577,R10 000,Gardens,,2,,,,,,
4579,R10 000,Three Anchor Bay,,1,,,,,,
4648,R10 000,Cape Town City Centre,,1,,,,,,
4656,R10 000,Foreshore,,1,,,,,,
4721,R10 000,Salt River,,0.5,,,,,,
4735,R10 000,Rosebank,5 Hope Road,2,,,,,,
4751,R10 000,Oranjezicht,,2,,,,,,
4754,R10 000,Sea Point,,0.5,,,,,,
4775,R10 000,Three Anchor Bay,,,,,,,,
4815,R10 000,Tamboerskloof,,2,,,,,,
4895,R10 000,Mouille Point,,1,,,,,,
4907,R10 000,Woodstock,,1,,,,,,
5066,R10 000,Sea Point,"8 Alexander Rd, Sea Point, Cape Town, 8060, South Africa",1,,,,,,
5096,R10 000,Woodstock,,2,,,,,,
5104,R10 000,Green Point,,1,,,,,,
5122,R10 000,Kalk Bay,24 Gatesville Road,1,,,,,,
5125,R10 000,Cape Town City Centre,,0.5,,,,,,
750,R10 100,Cape Town City Centre,88 St Georges Walk,1,,,,,,
236,R10 200,Green Point,,1,,,,,,
253,R10 200,Green Point,133 Main Rd,1,,,,,,
844,R10 200,Cape Town City Centre,,2,,,,,,
1563,R10 200,Gardens,173 Kloof Street,2,,,,,,
2651,R10 200,Mouille Point,11 Beach Road,1,,,,,,
3636,R10 200,Newlands,Unit 3 Innisfree Main Street,,,,,,,
1415,R10 250,Rondebosch,4 Arbor Rd,2,,,,,,
2503,R10 260,Zonnebloem,,2,,,,,,
1999,R10 300,Sea Point,,1,,,,,,
2040,R10 300,Woodstock,187 Sir Lowry Road,1,,,,,,
2746,R10 400,Diep River,5 Geyser Road,2,,,,,,
2848,R10 400,Green Point,,1,,,,,,
1927,R10 450,Rosebank,,2,,,,,,
2805,R10 450,Mouille Point,153 Beach Road,2,,,,,,
8,R10 500,Vredehoek,,1,,,,,,
144,R10 500,Green Point,,1,,,,,,
151,R10 500,Woodstock,10 Salisbury Street,2,,,,,,
165,R10 500,Gardens,99 Hatfield Street,2,,,,,,
195,R10 500,Cape Town City Centre,40 Strand Street,1,,,,,,
203,R10 500,Sea Point,275 Beach Road,2,,,,,,
336,R10 500,Vredehoek,,2,,,,,,
337,R10 500,De Waterkant,,1,,,,,,
405,R10 500,Devils Peak Estate,Ashgrove Street,1,,,,,,
436,R10 500,Rondebosch,"16 Woodlands, Highstead Rd",2,,,,,,
466,R10 500,Cape Town City Centre,16 Bree Street,1,,,,,,
471,R10 500,Sea Point,,2,,,,,,
508,R10 500,De Waterkant,34 Prestwich Street,1,,,,,,
511,R10 500,Vredehoek,10 Ave Montagne,1,,,,,,
525,R10 500,Cape Town City Centre,,2,,,,,,
526,R10 500,Claremont,609 Lynwood Garden,2,,,,,,
533,R10 500,Cape Town City Centre,,2,,,,,,
572,R10 500,Green Point,,2,,,,,,
591,R10 500,Kenilworth,,2,,,,,,
592,R10 500,Mouille Point,199 Beach Road,,,,,,,
602,R10 500,Sea Point,,1,,,,,,
604,R10 500,Muizenberg,Sandpip... Capricorn Beach Village,2,,,,,,
617,R10 500,Woodstock,15 The Avenue,2,,,,,,
638,R10 500,Sea Point,,2,,,,,,
678,R10 500,Kenilworth,,2,,,,,,
695,R10 500,Woodstock,,2,,,,,,
745,R10 500,Sea Point,24 Oldfield Road,1,,,,,,
759,R10 500,Cape Town City Centre,,2,,,,,,
785,R10 500,Kenilworth,,2,,,,,,
796,R10 500,Vredehoek,36 Clifford Ave,2,,,,,,
818,R10 500,Rondebosch,,2,,,,,,
822,R10 500,Cape Town City Centre,,1,,,,,,
880,R10 500,Observatory,,2,,,,,,
904,R10 500,Oranjezicht,,1,,,,,,
921,R10 500,Vredehoek,,1,,,,,,
1056,R10 500,Gardens,,1,,,,,,
1058,R10 500,Kenilworth,,3,,,,,,
1079,R10 500,Zonnebloem,45 Chapel Street (00403),2,,,,,,
1081,R10 500,Claremont,277 Main Road,2,,,,,,
1116,R10 500,Zonnebloem,45 Chapel St,2,,,,,,
1148,R10 500,Tamboerskloof,5 Derwent,2,,,,,,
1225,R10 500,Sea Point,1a Milner Road,1,,,,,,
1239,R10 500,Observatory,,1,,,,,,
1289,R10 500,Gardens,,1,,,,,,
1395,R10 500,Green Point,,2,,,,,,
1397,R10 500,Green Point,78 High Level Road,1,,,,,,
1404,R10 500,Green Point,133 Main Road,1,,,,,,
1433,R10 500,Kenilworth,10 Derby Road,2,,,,,,
1461,R10 500,Mouille Point,,1,,,,,,
1521,R10 500,Rondebosch,2 Rosendale Road,3,,,,,,
1522,R10 500,Rondebosch,,2,,,,,,
1540,R10 500,Sea Point,4 Barkly Road,2,,,,,,
1542,R10 500,Observatory,,1,,,,,,
1548,R10 500,Observatory,,1,,,,,,
1549,R10 500,Sea Point,205 Beach Boulevard,2,,,,,,
1565,R10 500,Cape Town City Centre,204 Drury Street,3,,,,,,
1613,R10 500,Mouille Point,,1,,,,,,
1637,R10 500,Gardens,18 De Lorentz Street,2,,,,,,
1672,R10 500,Cape Town City Centre,,1,,,,,,
1677,R10 500,Cape Town City Centre,,1,,,,,,
1698,R10 500,Gardens,,,,,,,,
1707,R10 500,Cape Town City Centre,,1,,,,,,
1733,R10 500,Pinelands,1 Forest Dr Service Rd,2,,,,,,
1790,R10 500,Tamboerskloof,,2,,,,,,
1798,R10 500,Gardens,11 Hof St,2,,,,,,
1834,R10 500,Sea Point,7 Worcester Road (11053),1,,,,,,
1861,R10 500,Cape Town City Centre,,,,,,,,
1876,R10 500,Tamboerskloof,18 De Lorentz St,1,,,,,,
1909,R10 500,Sea Point,267 High Level Road,2,,,,,,
1926,R10 500,Claremont,7 Herschel Road,2,,,,,,
1936,R10 500,Claremont Upper,,2,,,,,,
2019,R10 500,Sea Point,3 Bellevue Road,2,,,,,,
2053,R10 500,Cape Town City Centre,,2,,,,,,
2076,R10 500,Tamboerskloof,,1,,,,,,
2077,R10 500,Tamboerskloof,,1,,,,,,
2092,R10 500,Sea Point,,1,,,,,,
2108,R10 500,Tokai,,2,,,,,,
2117,R10 500,Rondebosch,,1,,,,,,
2147,R10 500,Woodstock,187 Sir Lowry Road,1,,,,,,
2162,R10 500,Woodstock,,2,,,,,,
2164,R10 500,Cape Town City Centre,18 Darling Street,1,,,,,,
2180,R10 500,Woodstock,,2,,,,,,
2207,R10 500,Cape Town City Centre,,1,,,,,,
2212,R10 500,Kenilworth Upper,,2,,,,,,
2219,R10 500,Green Point,,2,,,,,,
2245,R10 500,Tamboerskloof,,2,,,,,,
2249,R10 500,Cape Town City Centre,,2,,,,,,
2251,R10 500,Rondebosch,,2,,,,,,
2263,R10 500,Vredehoek,,2,,,,,,
2276,R10 500,Muizenberg,6 St Georges Street,3,,,,,,
2281,R10 500,Rondebosch,,2,,,,,,
2284,R10 500,Sea Point,,2,,,,,,
